"","Estimate"
"1082",40927.7848105043
"1083",35751.7390612856
"1084",42584.7468985126
"1085",67594.3812562206
"1086",62625.1827026431
"1087",59001.7154973809
"1088",20505.6683681583
"1089",41253.827036365
"1090",50771.7735025517
"1091",62620.2129568972
"1092",32332.1055973672
"1093",52934.7153907929
"1094",13542.219451294
"1095",45219.5776636617
"1096",26558.6446182568
"1097",136181.088342127
"1098",27702.219953634
"1099",26590.7867909597
"1100",50069.1288333622
"1101",30986.8581999497
"1102",54605.9448156502
"1103",58295.7658024315
"1104",22235.2998363789
"1105",22541.9874410909
"1106",218127.638829764
"1107",39236.3398689529
"1108",41939.7733942353
"1109",27663.8126141754
"1110",43810.2833549904
"1111",49700.2407601172
"1112",42069.2438863959
"1113",85141.5940498635
"1114",48749.1419797182
"1115",31903.8020070261
"1116",35582.8523230788
"1117",58261.5672582684
"1118",82744.9447176298
"1119",42825.9996349397
"1120",41055.236186688
"1121",26674.9646140925
"1122",63139.496647908
"1123",81705.4727958484
"1124",55753.6462008731
"1125",57001.8142273199
"1126",74852.5244539943
"1127",36652.7459040454
"1128",93153.113494454
"1129",32409.9074943948
"1130",82133.8460778226
"1131",62724.6510155928
"1132",28677.0739116325
"1133",144698.820729455
"1134",43507.698730305
"1135",35781.0053847477
"1136",25083.5724062375
"1137",66996.8383536537
"1138",48309.025400095
"1139",77466.0871538484
"1140",65198.6139275463
"1141",88661.81360255
"1142",44015.1875869399
"1143",64565.8293134541
"1144",86499.2157828503
"1145",53997.4810613837
"1146",25921.0124467859
"1147",43627.0730300743
"1148",64708.2453716147
"1149",69874.732707924
"1150",74670.5784247241
"1151",37016.4426570012
"1152",27043.7070807396
"1153",59364.8782828732
"1154",17096.5625065244
"1155",21926.7222326582
"1156",30185.1076057747
"1157",31907.3771996284
"1158",46868.917878559
"1159",53898.2271992833
"1160",40532.4256405969
"1161",51671.0050450938
"1162",113786.733963197
"1163",114239.885281416
"1164",75512.7882183999
"1165",15488.1384891758
"1166",45926.8199300058
"1167",33854.6747182096
"1168",36426.6313237498
"1169",51744.9730265065
"1170",50390.1954819831
"1171",55407.4921274104
"1172",41512.0343354657
"1173",58230.1009931961
"1174",27916.9034850201
"1175",35836.0760759509
"1176",41851.074820281
"1177",42644.8333614824
"1178",34884.6806234602
"1179",44420.4426459488
"1180",69997.4866847903
"1181",45383.4784032825
"1182",118215.341679271
"1183",44189.9709658389
"1184",55449.2012757434
"1185",64989.301100214
"1186",76132.7941668928
"1187",40525.0196985181
"1188",39478.6538126584
"1189",41707.5831560184
"1190",35567.1550789253
"1191",49279.2519584818
"1192",75702.1448975226
"1193",16475.0697102363
"1194",56592.7149858271
"1195",65762.8246365944
"1196",49321.5634729027
"1197",43545.1123187677
"1198",91814.4199042658
"1199",37311.7442447281
"1200",54626.73670084
"1201",22690.9919718374
"1202",75603.6526405093
"1203",31356.883670319
"1204",59767.2218938168
"1205",156603.132455536
"1206",20235.7079459867
"1207",32367.4758798016
"1208",69188.318829728
"1209",56490.4807645284
"1210",28258.5240918142
"1211",39600.9439490604
"1212",58541.198438788
"1213",43014.9729611133
"1214",29973.8762751983
"1215",57128.7798173843
"1216",69753.8377713662
"1217",23789.6036189349
"1218",24299.9846630749
"1219",26934.0156404657
"1220",23082.3048390297
"1221",39972.5874912596
"1222",87320.8678234267
"1223",50334.9238143058
"1224",34361.9362345539
"1225",123181.139072447
"1226",64378.0097202655
"1227",102198.098877923
"1228",20952.1925144421
"1229",48518.4634879303
